gene,importance_HER2+,importance_HR+,importance_Triple Neg,selection_freq
JAK2,0.000891,0.002944,0.001729,0.0017
RP11-140C18.2,0.000891,0.002944,0.001729,0.0017
AL161450.14-12,0.000891,0.002944,0.001729,0.0017
hsa-mir-101-2,0.000891,0.002944,0.001729,0.0017
INSL4,0.000891,0.002944,0.001729,0.0017
INSL6,0.000891,0.002944,0.001729,0.0017
AL161450.14-13,0.000891,0.002944,0.001729,0.0017
AL161450.14-15,0.000891,0.002944,0.001729,0.0017
RP11-39K24.8,0.000891,0.002944,0.001729,0.0017
PPAPDC2,0.000891,0.002944,0.001729,0.0017
SLC1A1,0.000891,0.002944,0.001729,0.0017
AL161450.14-9,0.000891,0.002944,0.001729,0.0017
RFX3,0.000891,0.002944,0.001729,0.0017
RP11-39K24.4,0.000891,0.002944,0.001729,0.0017
RP11-39K24.7,0.000891,0.002944,0.001729,0.0017
AL161450.14-5,0.000891,0.002944,0.001729,0.0017
AL161450.14-1,0.000891,0.002944,0.001729,0.0017
C9orf68,0.000891,0.002944,0.001729,0.0017
RP11-39K24.14,0.000891,0.002944,0.001729,0.0017
AP001007.5-1,0.002940,0.002837,0.002391,0.1500
NFRKB,0.002940,0.002837,0.002391,0.1500
RPUSD4,0.002940,0.002837,0.002391,0.1500
AP001318.6-1,0.002940,0.002837,0.002391,0.1500
ZBTB44,0.002940,0.002837,0.002391,0.1500
ETS1,0.002940,0.002837,0.002391,0.1500
PRR10,0.002940,0.002837,0.002391,0.1500
AP003462.2-1,0.002940,0.002837,0.002391,0.1500
ADAMTS8,0.002940,0.002837,0.002391,0.1500
AC019227.4-1,0.002940,0.002837,0.002391,0.1500
KCNJ5,0.002940,0.002837,0.002391,0.1500
AP001494.4-1,0.002940,0.002837,0.002391,0.1500
AP002986.2,0.002940,0.002837,0.002391,0.1500
AC019227.4-2,0.002940,0.002837,0.002391,0.1500
PRDM10,0.002940,0.002837,0.002391,0.1500
DDX25,0.002940,0.002837,0.002391,0.1500
SRPR,0.002940,0.002837,0.002391,0.1500
C11orf44,0.002940,0.002837,0.002391,0.1500
FOXRED1,0.002940,0.002837,0.002391,0.1500
AP002806.3-2,0.002940,0.002837,0.002391,0.1500
BARX2,0.002940,0.002837,0.002391,0.1500
AP002886.3-2,0.002940,0.002837,0.002391,0.1500
SNX19,0.002940,0.002837,0.002391,0.1500
FLI1,0.002940,0.002837,0.002391,0.1500
CCDC15,0.002940,0.002837,0.002391,0.1500
OPCML,0.002940,0.002837,0.002391,0.1500
HNT,0.002940,0.002837,0.002391,0.1500
PUS3,0.002940,0.002837,0.002391,0.1500
AP001007.5-3,0.002940,0.002837,0.002391,0.1500
KCNJ1,0.002940,0.002837,0.002391,0.1500
DCPS,0.002940,0.002837,0.002391,0.1500
AP000708.1,0.002940,0.002837,0.002391,0.1500
ST3GAL4,0.002940,0.002837,0.002391,0.1500
EI24,0.002940,0.002837,0.002391,0.1500
C11orf45,0.002940,0.002837,0.002391,0.1500
TP53AIP1,0.002940,0.002837,0.002391,0.1500
TMEM218,0.002940,0.002837,0.002391,0.1500
TMEM45B,0.002940,0.002837,0.002391,0.1500
FAM118B,0.002940,0.002837,0.002391,0.1500
AP003025.2,0.002940,0.002837,0.002391,0.1500
AP003041.3-1,0.002940,0.002837,0.002391,0.1500
CHEK1,0.002940,0.002837,0.002391,0.1500
STT3A,0.002940,0.002837,0.002391,0.1500
KIRREL3,0.002940,0.002837,0.002391,0.1500
SLC37A2,0.002940,0.002837,0.002391,0.1500
HYLS1,0.002940,0.002837,0.002391,0.1500
AP002806.3-1,0.002940,0.002837,0.002391,0.1500
HEPACAM,0.002940,0.002837,0.002391,0.1500
FEZ1,0.002940,0.002837,0.002391,0.1500
ADAMTS15,0.002940,0.002837,0.002391,0.1500
PKNOX2,0.002940,0.002837,0.002391,0.1500
AP004371.2,0.002940,0.002837,0.002391,0.1500
AP001007.5-2,0.002940,0.002837,0.002391,0.1500
CDON,0.002940,0.002837,0.002391,0.1500
ST14,0.002940,0.002837,0.002391,0.1500
AP002886.3-1,0.002940,0.002837,0.002391,0.1500
AP000751.4-1,0.002940,0.002837,0.002391,0.1500
PATE1,0.002940,0.002837,0.002391,0.1500
AP001318.6-2,0.002940,0.002837,0.002391,0.1500
TIRAP,0.002940,0.002837,0.002391,0.1500
AP001318.6-3,0.002940,0.002837,0.002391,0.1500
ACRV1,0.002940,0.002837,0.002391,0.1500
APLP2,0.002940,0.002837,0.002391,0.1500
PATE2,0.002940,0.002837,0.002391,0.1500
hsa-mir-18a,0.001946,0.002918,0.000786,0.0733
hsa-mir-622,0.001946,0.002918,0.000786,0.0733
hsa-mir-17,0.001946,0.002918,0.000786,0.0733
hsa-mir-19b-1,0.001946,0.002918,0.000786,0.0733
RP11-392A19.1,0.001946,0.002918,0.000786,0.0733
AL359842.14,0.001946,0.002918,0.000786,0.0733
hsa-mir-19a,0.001946,0.002918,0.000786,0.0733
RP11-392A19.2,0.001946,0.002918,0.000786,0.0733
MIRHG1,0.001946,0.002918,0.000786,0.0733
AL354915.5,0.001946,0.002918,0.000786,0.0733
AL355799.12,0.001946,0.002918,0.000786,0.0733
RP11-319L6.1,0.001946,0.002918,0.000786,0.0733
hsa-mir-20a,0.001946,0.002918,0.000786,0.0733
hsa-mir-92a-1,0.001946,0.002918,0.000786,0.0733
AL353734.12,0.001946,0.002918,0.000786,0.0733
RP1-95L4.3,0.002787,0.002918,0.001014,0.1733
AIG1,0.002787,0.002918,0.001014,0.1733
RP1-95L4.4,0.002787,0.002918,0.001014,0.1733
ADAT2,0.002787,0.002918,0.001014,0.1733
RP1-20N2.4,0.002787,0.002918,0.001014,0.1733
PEX3,0.002787,0.002918,0.001014,0.1733
HIVEP2,0.002787,0.002918,0.001014,0.1733
RP1-20N2.2,0.002787,0.002918,0.001014,0.1733
AL031320.6-1,0.002787,0.002918,0.001014,0.1733
FUCA2,0.002787,0.002918,0.001014,0.1733
RP1-95L4.2,0.002787,0.002918,0.001014,0.1733
C12orf67,0.002371,0.002918,0.000995,0.0033
AC023510.16-2,0.002371,0.002918,0.000995,0.0033
AC023425.20-2,0.002371,0.002918,0.000995,0.0033
BCAT1,0.002371,0.002918,0.000995,0.0033
BHLHE41,0.002371,0.002918,0.000995,0.0033
AC023510.16-1,0.002371,0.002918,0.000995,0.0033
ITPR2,0.002371,0.002918,0.000995,0.0033
PPFIBP1,0.002371,0.002918,0.000995,0.0033
AC023425.20-3,0.002371,0.002918,0.000995,0.0033
AC009509.7-1,0.002371,0.002918,0.000995,0.0033
MRPS35,0.002371,0.002918,0.000995,0.0033
FGFR1OP2,0.002371,0.002918,0.000995,0.0033
AC092451.12-1,0.002371,0.002918,0.000995,0.0033
LYRM5,0.002371,0.002918,0.000995,0.0033
RASSF8,0.002371,0.002918,0.000995,0.0033
MED21,0.002371,0.002918,0.000995,0.0033
LRMP,0.002371,0.002918,0.000995,0.0033
TM7SF3,0.002371,0.002918,0.000995,0.0033
SSPN,0.002371,0.002918,0.000995,0.0033
ARNTL2,0.002371,0.002918,0.000995,0.0033
C12orf11,0.002371,0.002918,0.000995,0.0033
IFLTD1,0.002371,0.002918,0.000995,0.0033
PTHLH,0.002371,0.002918,0.000995,0.0033
C12orf70,0.002371,0.002918,0.000995,0.0033
KLHDC5,0.002371,0.002918,0.000995,0.0033
AC009509.7-2,0.002371,0.002918,0.000995,0.0033
KRAS,0.002371,0.002918,0.000995,0.0033
AC023425.20-1,0.002371,0.002918,0.000995,0.0033
AC019209.3-2,0.002371,0.002918,0.000995,0.0033
C12orf71,0.002371,0.002918,0.000995,0.0033
STK38L,0.002371,0.002918,0.000995,0.0033
AC019209.3-1,0.002371,0.002918,0.000995,0.0033
AC022367.34,0.002371,0.002918,0.000995,0.0033
AC026310.24,0.002371,0.002918,0.000995,0.0033
CASC1,0.002371,0.002918,0.000995,0.0033
LHX8,0.001312,0.000981,0.002894,0.0033
SLC44A5,0.001312,0.000981,0.002894,0.0033
AC091611.5,0.001312,0.000981,0.002894,0.0033
TYW3,0.001312,0.000981,0.002894,0.0033
CRYZ,0.001312,0.000981,0.002894,0.0033
RGS9,0.000693,0.002861,0.001325,0.1567
C1QTNF1,0.002800,0.002855,0.001415,0.0350
AC100788.1,0.002800,0.002855,0.001415,0.0350
AC073624.1,0.002800,0.002855,0.001415,0.0350
AC021534.1,0.002800,0.002855,0.001415,0.0350
LGALS3BP,0.002800,0.002855,0.001415,0.0350
ENGASE,0.002800,0.002855,0.001415,0.0350
USP36,0.002800,0.002855,0.001415,0.0350
CANT1,0.002800,0.002855,0.001415,0.0350
TIMP2,0.002800,0.002855,0.001415,0.0350
RP11-408A13.2,0.000934,0.002773,0.001883,0.0050
RP11-280O24.3,0.000934,0.002773,0.001883,0.0050
RP11-408A13.1,0.000934,0.002773,0.001883,0.0050
CER1,0.000934,0.002773,0.001883,0.0050
TTC39B,0.000934,0.002773,0.001883,0.0050
FREM1,0.000934,0.002773,0.001883,0.0050
RP11-54D18.4,0.000934,0.002773,0.001883,0.0050
NFIB,0.000934,0.002773,0.001883,0.0050
AL592293.7-2,0.000934,0.002773,0.001883,0.0050
AL159169.14,0.000934,0.002773,0.001883,0.0050
RP11-54D18.3,0.000934,0.002773,0.001883,0.0050
AL592293.7-1,0.000934,0.002773,0.001883,0.0050
ZDHHC21,0.000934,0.002773,0.001883,0.0050
AC008984.6,0.000839,0.002729,0.001470,0.1500
NLRP7,0.000839,0.002729,0.001470,0.1500
LILRB4,0.000839,0.002729,0.001470,0.1500
AC009892.2,0.000839,0.002729,0.001470,0.1500
EPS8L1,0.000839,0.002729,0.001470,0.1500
TNNI3,0.000839,0.002729,0.001470,0.1500
AC008746.10,0.000839,0.002729,0.001470,0.1500
TTYH1,0.000839,0.002729,0.001470,0.1500
LILRA2,0.000839,0.002729,0.001470,0.1500
LENG3,0.000839,0.002729,0.001470,0.1500
NLRP2,0.000839,0.002729,0.001470,0.1500
LILRA1,0.000839,0.002729,0.001470,0.1500
GP6,0.000839,0.002729,0.001470,0.1500
LENG8,0.000839,0.002729,0.001470,0.1500
TNNT1,0.000839,0.002729,0.001470,0.1500
KIR3DL2,0.000839,0.002729,0.001470,0.1500
KIR3DX1,0.000839,0.002729,0.001470,0.1500
LENG9,0.000839,0.002729,0.001470,0.1500
AC008746.5,0.000839,0.002729,0.001470,0.1500
AC011515.3,0.000839,0.002729,0.001470,0.1500
LAIR1,0.000839,0.002729,0.001470,0.1500
NCR1,0.000839,0.002729,0.001470,0.1500
LILRA4,0.000839,0.002729,0.001470,0.1500
LILRA5,0.000839,0.002729,0.001470,0.1500
AC008746.9,0.000839,0.002729,0.001470,0.1500
KIR2DL3,0.000839,0.002729,0.001470,0.1500
AC011515.2,0.000839,0.002729,0.001470,0.1500
FCAR,0.000839,0.002729,0.001470,0.1500
AC008984.4,0.000839,0.002729,0.001470,0.1500
LILRB1,0.000839,0.002729,0.001470,0.1500
AC009892.8,0.000839,0.002729,0.001470,0.1500
AC011476.8,0.000839,0.002729,0.001470,0.1500
CDC42EP5,0.000839,0.002729,0.001470,0.1500
KIR3DL3,0.000839,0.002729,0.001470,0.1500
AC098784.1,0.000839,0.002729,0.001470,0.1500
AC009892.9,0.000839,0.002729,0.001470,0.1500
AC009892.5,0.000839,0.002729,0.001470,0.1500
KIR2DS4,0.000839,0.002729,0.001470,0.1500
LAIR2,0.000839,0.002729,0.001470,0.1500
RDH13,0.000839,0.002729,0.001470,0.1500
KIR3DL1,0.000839,0.002729,0.001470,0.1500
AC006293.1,0.000839,0.002729,0.001470,0.1500
KIR2DL4,0.000839,0.002729,0.001470,0.1500
KIR2DL1,0.000839,0.002729,0.001470,0.1500
ABI3,0.002686,0.002727,0.001784,0.1750
AC004797.1,0.002686,0.002727,0.001784,0.1750
PHOSPHO1,0.002686,0.002727,0.001784,0.1750
GNGT2,0.002686,0.002727,0.001784,0.1750
AL359438.19,0.002690,0.001839,0.002247,0.0717
AL354775.12-1,0.002690,0.001839,0.002247,0.0717
RP11-37K18.1,0.002690,0.001839,0.002247,0.0717
AL354775.12-2,0.002690,0.001839,0.002247,0.0717
PCDH9,0.002690,0.001839,0.002247,0.0717
AL139088.11,0.002690,0.001839,0.002247,0.0717
RP11-218I21.1,0.001871,0.002640,0.001020,0.0217
AL160394.19-1,0.001871,0.002640,0.001020,0.0217
AC027238.5,0.001043,0.001240,0.002629,0.0900
hsa-mir-873,0.002594,0.001514,0.002395,0.1550
LINGO2,0.002594,0.001514,0.002395,0.1550
RP11-535I8.1,0.002594,0.001514,0.002395,0.1550
RP11-20P5.2,0.002594,0.001514,0.002395,0.1550
C9orf11,0.002594,0.001514,0.002395,0.1550
C9orf72,0.002594,0.001514,0.002395,0.1550
MOBKL2B,0.002594,0.001514,0.002395,0.1550
IFNK,0.002594,0.001514,0.002395,0.1550
RP11-32I2.1,0.002594,0.001514,0.002395,0.1550
hsa-mir-876,0.002594,0.001514,0.002395,0.1550
ZNF733,0.002564,0.002583,0.001342,0.0917
AC092675.2,0.000591,0.002582,0.000930,0.0333
AC079395.6-1,0.000591,0.002582,0.000930,0.0333
NEURL3,0.000591,0.002582,0.000930,0.0333
CNNM3,0.000591,0.002582,0.000930,0.0333
AC073995.6-1,0.000591,0.002582,0.000930,0.0333
AC018892.8-2,0.000591,0.002582,0.000930,0.0333
AC073995.6-2,0.000591,0.002582,0.000930,0.0333
ASTL,0.000591,0.002582,0.000930,0.0333
AC079395.6-2,0.000591,0.002582,0.000930,0.0333
LMAN2L,0.000591,0.002582,0.000930,0.0333
ANKRD36,0.000591,0.002582,0.000930,0.0333
COX5B,0.000591,0.002582,0.000930,0.0333
ITPRIPL1,0.000591,0.002582,0.000930,0.0333
SNRNP200,0.000591,0.002582,0.000930,0.0333
SEMA4C,0.000591,0.002582,0.000930,0.0333
CIAO1,0.000591,0.002582,0.000930,0.0333
TRIM43,0.000591,0.002582,0.000930,0.0333
AC009237.3-2,0.000591,0.002582,0.000930,0.0333
VWA3B,0.000591,0.002582,0.000930,0.0333
AC012307.8,0.000591,0.002582,0.000930,0.0333
AC079337.5,0.000591,0.002582,0.000930,0.0333
INPP4A,0.000591,0.002582,0.000930,0.0333
ZNF514,0.000591,0.002582,0.000930,0.0333
AC018892.8-3,0.000591,0.002582,0.000930,0.0333
AC079754.4,0.000591,0.002582,0.000930,0.0333
ACTR1B,0.000591,0.002582,0.000930,0.0333
AC103563.5-1,0.000591,0.002582,0.000930,0.0333
CNNM4,0.000591,0.002582,0.000930,0.0333
NCAPH,0.000591,0.002582,0.000930,0.0333
FAHD2A,0.000591,0.002582,0.000930,0.0333
AC009237.3-3,0.000591,0.002582,0.000930,0.0333
ARID5A,0.000591,0.002582,0.000930,0.0333
MAL,0.000591,0.002582,0.000930,0.0333
AC013272.5-1,0.000591,0.002582,0.000930,0.0333
AC018892.8-1,0.000591,0.002582,0.000930,0.0333
AC009237.3-1,0.000591,0.002582,0.000930,0.0333
KIAA1310,0.000591,0.002582,0.000930,0.0333
MRPS5,0.000591,0.002582,0.000930,0.0333
KCNIP3,0.000591,0.002582,0.000930,0.0333
STARD7,0.000591,0.002582,0.000930,0.0333
DUSP2,0.000591,0.002582,0.000930,0.0333
AC013272.5-2,0.000591,0.002582,0.000930,0.0333
ANKRD39,0.000591,0.002582,0.000930,0.0333
CNGA3,0.000591,0.002582,0.000930,0.0333
TMEM127,0.000591,0.002582,0.000930,0.0333
ZAP70,0.000591,0.002582,0.000930,0.0333
ZNF2,0.000591,0.002582,0.000930,0.0333
ANKRD36B,0.000591,0.002582,0.000930,0.0333
AC018892.8-4,0.000591,0.002582,0.000930,0.0333
FER1L5,0.000591,0.002582,0.000930,0.0333
FAHD2B,0.000591,0.002582,0.000930,0.0333
AC099646.6-1,0.000591,0.002582,0.000930,0.0333
FAM178B,0.000591,0.002582,0.000930,0.0333
AC092675.3,0.000591,0.002582,0.000930,0.0333
TMEM131,0.000591,0.002582,0.000930,0.0333
ANKRD23,0.000591,0.002582,0.000930,0.0333
AC099646.6-2,0.000591,0.002582,0.000930,0.0333
PROM2,0.000591,0.002582,0.000930,0.0333
ADRA2B,0.000591,0.002582,0.000930,0.0333
AC109587.2,0.000735,0.002347,0.002570,0.0250
TMF1,0.000735,0.002347,0.002570,0.0250
FRMD4B,0.000735,0.002347,0.002570,0.0250
LMOD3,0.000735,0.002347,0.002570,0.0250
UBA3,0.000735,0.002347,0.002570,0.0250
AC112221.2,0.000735,0.002347,0.002570,0.0250
ARL6IP5,0.000735,0.002347,0.002570,0.0250
FAM19A4,0.000735,0.002347,0.002570,0.0250
C3orf64,0.000735,0.002347,0.002570,0.0250
AC100800.2,0.002568,0.002381,0.001466,0.0600
NAT1,0.002568,0.002381,0.001466,0.0600
ASAH1,0.002568,0.002381,0.001466,0.0600
PDGFRL,0.002568,0.002381,0.001466,0.0600
MTUS1,0.002568,0.002381,0.001466,0.0600
FGL1,0.002568,0.002381,0.001466,0.0600
SLC7A2,0.002568,0.002381,0.001466,0.0600
AC124242.6,0.002568,0.002381,0.001466,0.0600
PSD3,0.002568,0.002381,0.001466,0.0600
PCM1,0.002568,0.002381,0.001466,0.0600
NAT2,0.002568,0.002381,0.001466,0.0600
PKIA,0.002537,0.001652,0.000575,0.1100
IL7,0.002537,0.001652,0.000575,0.1100
AC083837.4,0.002537,0.001652,0.000575,0.1100
FAM164A,0.002537,0.001652,0.000575,0.1100
AC090733.7,0.002537,0.001652,0.000575,0.1100
DUSP22,0.002527,0.002277,0.001077,0.1300
OVCH1,0.001866,0.002515,0.001832,0.0067
TMTC1,0.001866,0.002515,0.001832,0.0067
ERGIC2,0.001866,0.002515,0.001832,0.0067
HLA-DQA2,0.002428,0.000379,0.002435,0.0533
MTCO3P1,0.002428,0.000379,0.002435,0.0533
HLA-DQB3,0.002428,0.000379,0.002435,0.0533
AC111000.3,0.002340,0.001537,0.001008,0.1450
AC021146.7-2,0.002340,0.001537,0.001008,0.1450
UGT2B7,0.002340,0.001537,0.001008,0.1450
AC021146.7-1,0.002340,0.001537,0.001008,0.1450
UGT2B11,0.002340,0.001537,0.001008,0.1450
UGT2A3,0.002340,0.001537,0.001008,0.1450
UGT2B28,0.002340,0.001537,0.001008,0.1450
AC108078.3-2,0.002340,0.001537,0.001008,0.1450
UACA,0.002309,0.001634,0.001457,0.0150
TLE3,0.002309,0.001634,0.001457,0.0150
hsa-mir-629,0.002309,0.001634,0.001457,0.0150
LYZL2,0.000529,0.002298,0.001693,0.1550
AL590068.7-1,0.000529,0.002298,0.001693,0.1550
RP11-449I17.7,0.000529,0.002298,0.001693,0.1550
MAP3K8,0.000529,0.002298,0.001693,0.1550
RP11-14C22.4,0.000529,0.002298,0.001693,0.1550
HECTD3,0.000961,0.002293,0.002067,0.0433
AKR1A1,0.000961,0.002293,0.002067,0.0433
PRDX1,0.000961,0.002293,0.002067,0.0433
RP4-697E16.1,0.000961,0.002293,0.002067,0.0433
HPDL,0.000961,0.002293,0.002067,0.0433
CCDC17,0.000961,0.002293,0.002067,0.0433
MUTYH,0.000961,0.002293,0.002067,0.0433
AL359540.19,0.000961,0.002293,0.002067,0.0433
RP11-291L19.1,0.000961,0.002293,0.002067,0.0433
IPP,0.000961,0.002293,0.002067,0.0433
TMEM69,0.000961,0.002293,0.002067,0.0433
UROD,0.000961,0.002293,0.002067,0.0433
AL604028.15,0.000961,0.002293,0.002067,0.0433
RP11-767N6.2,0.000961,0.002293,0.002067,0.0433
TESK2,0.000961,0.002293,0.002067,0.0433
RP11-767N6.3,0.000961,0.002293,0.002067,0.0433
ZSWIM5,0.000961,0.002293,0.002067,0.0433
TOE1,0.000961,0.002293,0.002067,0.0433
GPBP1L1,0.000961,0.002293,0.002067,0.0433
MMACHC,0.000961,0.002293,0.002067,0.0433
RPL6P1,0.000961,0.002293,0.002067,0.0433
RP11-69J16.4,0.000961,0.002293,0.002067,0.0433
NASP,0.000961,0.002293,0.002067,0.0433
EFCAB3,0.002276,0.002292,0.001193,0.1567
TBC1D3P2,0.002276,0.002292,0.001193,0.1567
MYO7B,0.001975,0.002273,0.000705,0.0283
BIN1,0.001975,0.002273,0.000705,0.0283
AC019050.4,0.001975,0.002273,0.000705,0.0283
WDR33,0.001975,0.002273,0.000705,0.0283
GPR17,0.001975,0.002273,0.000705,0.0283
GYPC,0.001975,0.002273,0.000705,0.0283
AC013474.10-1,0.001975,0.002273,0.000705,0.0283
AC084208.5,0.001975,0.002273,0.000705,0.0283
POLR2D,0.001975,0.002273,0.000705,0.0283
IWS1,0.001975,0.002273,0.000705,0.0283
AC013277.9,0.001975,0.002273,0.000705,0.0283
AC110926.5-1,0.001975,0.002273,0.000705,0.0283
SAP130,0.001975,0.002273,0.000705,0.0283
UGCGL1,0.001975,0.002273,0.000705,0.0283
SFT2D3,0.001975,0.002273,0.000705,0.0283
HS6ST1,0.001975,0.002273,0.000705,0.0283
AC079776.5-2,0.001975,0.002273,0.000705,0.0283
CYP27C1,0.001975,0.002273,0.000705,0.0283
LIMS2,0.001975,0.002273,0.000705,0.0283
PROC,0.001975,0.002273,0.000705,0.0283
AC079586.6,0.001975,0.002273,0.000705,0.0283
MAP3K2,0.001975,0.002273,0.000705,0.0283
ERCC3,0.001975,0.002273,0.000705,0.0283
AMMECR1L,0.001975,0.002273,0.000705,0.0283
AC104946.4-2,0.001177,0.002246,0.001615,0.1383
AC104946.4-3,0.001177,0.002246,0.001615,0.1383
AC104946.4-1,0.001177,0.002246,0.001615,0.1383
AC104946.4-4,0.001177,0.002246,0.001615,0.1383
PKIB,0.001456,0.002245,0.001346,0.0333
Z99129.1,0.001456,0.002245,0.001346,0.0333
HSF2,0.001456,0.002245,0.001346,0.0333
SERINC1,0.001456,0.002245,0.001346,0.0333
AL596114.10,0.001107,0.001202,0.002221,0.0217
FLT1,0.001107,0.001202,0.002221,0.0217
SLC46A3,0.001107,0.001202,0.002221,0.0217
RP11-57H24.1,0.001107,0.001202,0.002221,0.0217
AL591024.14-1,0.001107,0.001202,0.002221,0.0217
AL356915.19-1,0.001107,0.001202,0.002221,0.0217
SLC7A1,0.001107,0.001202,0.002221,0.0217
PRHOXNB,0.001107,0.001202,0.002221,0.0217
RP11-97E23.3,0.001107,0.001202,0.002221,0.0217
PAN3,0.001107,0.001202,0.002221,0.0217
CDX2,0.001107,0.001202,0.002221,0.0217
KIAA0774,0.001107,0.001202,0.002221,0.0217
RP11-161P17.1,0.001107,0.001202,0.002221,0.0217
EEF1AL1,0.001107,0.001202,0.002221,0.0217
POMP,0.001107,0.001202,0.002221,0.0217
AL596092.8,0.001107,0.001202,0.002221,0.0217
FLT3,0.001107,0.001202,0.002221,0.0217
ATP5EP2,0.001107,0.001202,0.002221,0.0217
RP11-351N4.2,0.001107,0.001202,0.002221,0.0217
NUP54,0.001164,0.000932,0.002194,0.0267
NAAA,0.001164,0.000932,0.002194,0.0267
CXCL11,0.001164,0.000932,0.002194,0.0267
SCARB2,0.001164,0.000932,0.002194,0.0267
SDAD1,0.001164,0.000932,0.002194,0.0267
ART3,0.001164,0.000932,0.002194,0.0267
CXCL10,0.001164,0.000932,0.002194,0.0267
CXCL9,0.001164,0.000932,0.002194,0.0267
TMEM89,0.002175,0.001942,0.000495,0.2000
CELSR3,0.002175,0.001942,0.000495,0.2000
NCKIPSD,0.002175,0.001942,0.000495,0.2000
RP11-29G8.2,0.002076,0.001450,0.000736,0.0717
MYCBP2,0.002076,0.001450,0.000736,0.0717
RP11-132L12.1,0.002076,0.001450,0.000736,0.0717
AL359392.9,0.002076,0.001450,0.000736,0.0717
KLF12,0.002076,0.001450,0.000736,0.0717
AC001226.1,0.002076,0.001450,0.000736,0.0717
LMO7,0.002076,0.001450,0.000736,0.0717
FBXL3,0.002076,0.001450,0.000736,0.0717
UCHL3,0.002076,0.001450,0.000736,0.0717
KCTD12,0.002076,0.001450,0.000736,0.0717
AL138713.12,0.002076,0.001450,0.000736,0.0717
COMMD6,0.002076,0.001450,0.000736,0.0717
SLAIN1,0.002076,0.001450,0.000736,0.0717
AL162571.9,0.002076,0.001450,0.000736,0.0717
RP11-488P11.1,0.002076,0.001450,0.000736,0.0717
AL355390.4,0.002076,0.001450,0.000736,0.0717
AL445929.5-1,0.002076,0.001450,0.000736,0.0717
RP11-512C24.1,0.002076,0.001450,0.000736,0.0717
RPL7P44,0.002076,0.001450,0.000736,0.0717
TBC1D4,0.002076,0.001450,0.000736,0.0717
AL450447.9,0.002076,0.001450,0.000736,0.0717
RP11-408O13.3,0.002076,0.001450,0.000736,0.0717
IRG1,0.002076,0.001450,0.000736,0.0717
AC000403.1,0.002076,0.001450,0.000736,0.0717
CLN5,0.002076,0.001450,0.000736,0.0717
SCEL,0.002076,0.001450,0.000736,0.0717
ADCY8,0.001164,0.002059,0.000509,0.0867
TMEM71,0.001164,0.002059,0.000509,0.0867
EFR3A,0.001164,0.002059,0.000509,0.0867
OC90,0.001164,0.002059,0.000509,0.0867
AF216667.4,0.001164,0.002059,0.000509,0.0867
KCNQ3,0.001164,0.002059,0.000509,0.0867
AC037453.8,0.001164,0.002059,0.000509,0.0867
LRRC6,0.001164,0.002059,0.000509,0.0867
AC012467.9-2,0.001226,0.000841,0.002013,0.2000
hsa-let-7g,0.001226,0.000841,0.002013,0.2000
GLT8D1,0.001226,0.000841,0.002013,0.2000
MAPKAPK3,0.001226,0.000841,0.002013,0.2000
WDR82,0.001226,0.000841,0.002013,0.2000
ARMET,0.001226,0.000841,0.002013,0.2000
AC099050.2-1,0.001226,0.000841,0.002013,0.2000
ITIH1,0.001226,0.000841,0.002013,0.2000
TUSC4,0.001226,0.000841,0.002013,0.2000
GLYCTK,0.001226,0.000841,0.002013,0.2000
AC096887.2,0.001226,0.000841,0.002013,0.2000
MUSTN1,0.001226,0.000841,0.002013,0.2000
ACY1,0.001226,0.000841,0.002013,0.2000
CACNA2D2,0.001226,0.000841,0.002013,0.2000
CACNA2D3,0.001226,0.000841,0.002013,0.2000
STAB1,0.001226,0.000841,0.002013,0.2000
VPRBP,0.001226,0.000841,0.002013,0.2000
CISH,0.001226,0.000841,0.002013,0.2000
ALAS1,0.001226,0.000841,0.002013,0.2000
RRP9,0.001226,0.000841,0.002013,0.2000
SEMA3G,0.001226,0.000841,0.002013,0.2000
SNORD69,0.001226,0.000841,0.002013,0.2000
PRKCD,0.001226,0.000841,0.002013,0.2000
TNNC1,0.001226,0.000841,0.002013,0.2000
ZMYND10,0.001226,0.000841,0.002013,0.2000
ITIH3,0.001226,0.000841,0.002013,0.2000
HYAL2,0.001226,0.000841,0.002013,0.2000
IQCF1,0.001226,0.000841,0.002013,0.2000
PPM1M,0.001226,0.000841,0.002013,0.2000
AC097015.2-2,0.001226,0.000841,0.002013,0.2000
ACTR8,0.001226,0.000841,0.002013,0.2000
TKT,0.001226,0.000841,0.002013,0.2000
CHDH,0.001226,0.000841,0.002013,0.2000
HEMK1,0.001226,0.000841,0.002013,0.2000
SPCS1,0.001226,0.000841,0.002013,0.2000
TEX264,0.001226,0.000841,0.002013,0.2000
NT5DC2,0.001226,0.000841,0.002013,0.2000
DUSP7,0.001226,0.000841,0.002013,0.2000
WDR51A,0.001226,0.000841,0.002013,0.2000
hsa-mir-135a-1,0.001226,0.000841,0.002013,0.2000
IL17RB,0.001226,0.000841,0.002013,0.2000
TUSC2,0.001226,0.000841,0.002013,0.2000
IQCF2,0.001226,0.000841,0.002013,0.2000
CYB561D2,0.001226,0.000841,0.002013,0.2000
GNL3,0.001226,0.000841,0.002013,0.2000
GRM2,0.001226,0.000841,0.002013,0.2000
AC112215.3-1,0.001226,0.000841,0.002013,0.2000
AC092045.2,0.001226,0.000841,0.002013,0.2000
ITIH4,0.001226,0.000841,0.002013,0.2000
